2021 NSS results split by teaching provider,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,%Agree,,,,
UKPRN,Provider,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval - min,Actual value,Confidence interval - max,Response,Sample Size
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q21,5%,5%,18%,32%,41%,0,57%,73%,85%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q22,7%,5%,7%,36%,45%,0,66%,82%,91%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Scale07,6%,5%,13%,34%,43%,0,61%,77%,88%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q23,2%,0%,11%,41%,45%,0,72%,86%,94%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q24,2%,0%,18%,25%,55%,0,64%,80%,90%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q25,5%,2%,23%,28%,42%,1,53%,70%,82%,43,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Scale08,3%,1%,17%,32%,47%,1,63%,79%,89%,44,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q26,0%,5%,30%,27%,38%,7,47%,65%,79%,37,56
10003023,"Herefordshire, Ludlow, and North Shropshire College",Q27,7%,7%,11%,27%,48%,0,59%,75%,86%,44,56
10007764,Heriot-Watt University,Q01,2%,7%,10%,62%,20%,1,79%,81%,83%,1261,1789
10007764,Heriot-Watt University,Q02,2%,10%,16%,52%,20%,0,69%,72%,75%,1262,1789
10007764,Heriot-Watt University,Q03,2%,5%,11%,42%,40%,0,79%,82%,84%,1262,1789
10007764,Heriot-Watt University,Q04,3%,7%,11%,40%,38%,0,76%,78%,81%,1262,1789
10007764,Heriot-Watt University,Scale01,2%,7%,12%,49%,29%,1,76%,78%,81%,1262,1789
10007764,Heriot-Watt University,Q05,2%,6%,12%,43%,37%,1,78%,80%,83%,1261,1789
10007764,Heriot-Watt University,Q06,1%,6%,9%,45%,39%,2,81%,83%,85%,1260,1789
10007764,Heriot-Watt University,Q07,4%,9%,12%,41%,35%,3,73%,76%,78%,1259,1789
10007764,Heriot-Watt University,Scale02,2%,7%,11%,43%,37%,6,77%,80%,82%,1262,1789
10007764,Heriot-Watt University,Q08,8%,13%,16%,37%,26%,3,60%,63%,66%,1259,1789
10007764,Heriot-Watt University,Q09,5%,9%,16%,47%,23%,4,66%,69%,72%,1258,1789
10007764,Heriot-Watt University,Q10,13%,19%,17%,35%,16%,2,48%,51%,54%,1260,1789
10007764,Heriot-Watt University,Q11,8%,16%,19%,39%,18%,2,54%,57%,60%,1260,1789
10007764,Heriot-Watt University,Scale03,9%,14%,17%,39%,21%,11,57%,60%,63%,1262,1789
10007764,Heriot-Watt University,Q12,3%,5%,8%,40%,44%,3,82%,84%,86%,1259,1789
10007764,Heriot-Watt University,Q13,4%,9%,15%,45%,27%,1,69%,72%,74%,1261,1789
10007764,Heriot-Watt University,Q14,5%,11%,18%,39%,27%,41,63%,66%,69%,1221,1789
10007764,Heriot-Watt University,Scale04,4%,9%,14%,41%,33%,45,71%,74%,77%,1262,1789
10007764,Heriot-Watt University,Q15,7%,12%,15%,45%,21%,1,63%,66%,69%,1261,1789
10007764,Heriot-Watt University,Q16,3%,6%,10%,42%,39%,0,79%,81%,84%,1262,1789
10007764,Heriot-Watt University,Q17,6%,11%,11%,38%,34%,8,69%,72%,75%,1254,1789
10007764,Heriot-Watt University,Scale05,5%,10%,12%,42%,31%,9,70%,73%,76%,1262,1789
10007764,Heriot-Watt University,Q18,3%,6%,11%,39%,41%,20,77%,80%,82%,1242,1789
10007764,Heriot-Watt University,Q19,3%,7%,13%,34%,42%,29,74%,76%,79%,1233,1789
10007764,Heriot-Watt University,Q20,4%,6%,11%,37%,42%,35,77%,79%,82%,1227,1789
10007764,Heriot-Watt University,Scale06,4%,7%,12%,37%,41%,84,75%,78%,80%,1260,1789
10007764,Heriot-Watt University,Q21,10%,13%,19%,34%,23%,6,54%,57%,60%,1256,1789
10007764,Heriot-Watt University,Q22,3%,4%,9%,42%,42%,8,81%,83%,85%,1254,1789
10007764,Heriot-Watt University,Scale07,7%,9%,14%,38%,33%,14,67%,70%,73%,1260,1789
10007764,Heriot-Watt University,Q23,3%,5%,10%,40%,42%,6,80%,82%,84%,1256,1789
10007764,Heriot-Watt University,Q24,7%,9%,18%,36%,30%,10,63%,66%,69%,1252,1789
10007764,Heriot-Watt University,Q25,9%,17%,26%,29%,19%,19,45%,48%,51%,1243,1789
10007764,Heriot-Watt University,Scale08,6%,10%,18%,35%,30%,35,62%,65%,68%,1257,1789
10007764,Heriot-Watt University,Q26,4%,7%,29%,38%,21%,50,56%,59%,62%,1212,1789
10007764,Heriot-Watt University,Q27,4%,8%,9%,45%,34%,12,77%,79%,82%,1250,1789
10003035,Hertford Regional College,Q01,0%,0%,0%,55%,45%,0,89%,100%,100%,38,65
10003035,Hertford Regional College,Q02,0%,5%,8%,45%,42%,0,71%,87%,95%,38,65
10003035,Hertford Regional College,Q03,8%,0%,18%,39%,34%,0,56%,74%,86%,38,65
10003035,Hertford Regional College,Q04,0%,3%,18%,32%,47%,0,62%,79%,90%,38,65
10003035,Hertford Regional College,Scale01,2%,2%,11%,43%,42%,0,69%,85%,94%,38,65
10003035,Hertford Regional College,Q05,0%,0%,8%,45%,47%,0,77%,92%,98%,38,65
10003035,Hertford Regional College,Q06,0%,3%,5%,47%,45%,0,77%,92%,98%,38,65
10003035,Hertford Regional College,Q07,3%,0%,8%,47%,42%,0,74%,89%,96%,38,65
10003035,Hertford Regional College,Scale02,1%,1%,7%,46%,45%,0,76%,91%,97%,38,65
10003035,Hertford Regional College,Q08,0%,3%,11%,42%,45%,0,71%,87%,95%,38,65
10003035,Hertford Regional College,Q09,3%,8%,0%,37%,53%,0,74%,89%,96%,38,65
10003035,Hertford Regional College,Q10,0%,8%,8%,34%,50%,0,68%,84%,93%,38,65
10003035,Hertford Regional College,Q11,0%,0%,3%,39%,58%,0,85%,97%,100%,38,65
10003035,Hertford Regional College,Scale03,1%,5%,5%,38%,51%,0,74%,89%,96%,38,65
10003035,Hertford Regional College,Q12,0%,3%,5%,42%,50%,0,77%,92%,98%,38,65
10003035,Hertford Regional College,Q13,0%,3%,11%,45%,42%,0,71%,87%,95%,38,65
10003035,Hertford Regional College,Q14,0%,3%,16%,42%,39%,0,65%,82%,91%,38,65
10003035,Hertford Regional College,Scale04,0%,3%,11%,43%,44%,0,71%,87%,95%,38,65
10003035,Hertford Regional College,Q15,5%,8%,29%,34%,24%,0,41%,58%,73%,38,65
10003035,Hertford Regional College,Q16,5%,0%,13%,37%,45%,0,65%,82%,91%,38,65
10003035,Hertford Regional College,Q17,0%,11%,5%,45%,39%,0,68%,84%,93%,38,65
10003035,Hertford Regional College,Scale05,4%,6%,16%,39%,36%,0,57%,75%,87%,38,65
10003035,Hertford Regional College,Q18,3%,13%,13%,37%,34%,0,53%,71%,84%,38,65
10003035,Hertford Regional College,Q19,8%,11%,35%,30%,16%,1,30%,46%,63%,37,65
10003035,Hertford Regional College,Q20,5%,11%,24%,32%,27%,1,42%,59%,75%,37,65
10003035,Hertford Regional College,Scale06,5%,11%,24%,33%,26%,2,42%,60%,75%,38,65
10003035,Hertford Regional College,Q21,0%,5%,24%,29%,42%,0,53%,71%,84%,38,65
10003035,Hertford Regional College,Q22,3%,0%,13%,32%,53%,0,68%,84%,93%,38,65
10003035,Hertford Regional College,Scale07,1%,3%,18%,30%,47%,0,60%,78%,89%,38,65
10003035,Hertford Regional College,Q23,3%,0%,11%,39%,47%,0,71%,87%,95%,38,65
10003035,Hertford Regional College,Q24,0%,0%,21%,32%,47%,0,62%,79%,90%,38,65
10003035,Hertford Regional College,Q25,3%,8%,19%,41%,30%,1,52%,70%,84%,37,65
10003035,Hertford Regional College,Scale08,2%,3%,17%,37%,41%,1,61%,78%,89%,38,65
10003035,Hertford Regional College,Q26,3%,5%,32%,32%,27%,1,42%,59%,75%,37,65
10003035,Hertford Regional College,Q27,5%,5%,11%,45%,34%,0,62%,79%,90%,38,65
10007147,University of Hertfordshire,Q01,1%,4%,11%,59%,24%,2,82%,83%,85%,3175,4316
10007147,University of Hertfordshire,Q02,3%,8%,17%,49%,23%,1,71%,73%,74%,3176,4316
10007147,University of Hertfordshire,Q03,2%,6%,14%,44%,34%,3,77%,78%,80%,3174,4316
10007147,University of Hertfordshire,Q04,3%,6%,15%,40%,36%,1,75%,77%,78%,3176,4316
10007147,University of Hertfordshire,Scale01,2%,6%,14%,48%,30%,7,76%,78%,79%,3177,4316
10007147,University of Hertfordshire,Q05,2%,6%,15%,43%,34%,4,75%,77%,79%,3173,4316
10007147,University of Hertfordshire,Q06,2%,5%,12%,45%,35%,6,79%,81%,82%,3171,4316
10007147,University of Hertfordshire,Q07,3%,6%,14%,40%,38%,2,76%,78%,79%,3175,4316
10007147,University of Hertfordshire,Scale02,2%,6%,14%,43%,36%,12,77%,79%,80%,3177,4316
10007147,University of Hertfordshire,Q08,4%,9%,17%,39%,31%,3,68%,70%,72%,3174,4316
10007147,University of Hertfordshire,Q09,5%,9%,20%,41%,24%,2,64%,66%,67%,3175,4316
10007147,University of Hertfordshire,Q10,5%,10%,17%,42%,26%,3,66%,67%,69%,3174,4316
10007147,University of Hertfordshire,Q11,4%,10%,16%,42%,28%,1,68%,70%,72%,3176,4316
10007147,University of Hertfordshire,Scale03,5%,10%,17%,41%,27%,9,66%,68%,70%,3177,4316
10007147,University of Hertfordshire,Q12,3%,6%,11%,39%,41%,4,79%,81%,82%,3173,4316
10007147,University of Hertfordshire,Q13,4%,8%,16%,46%,27%,0,71%,73%,74%,3177,4316
10007147,University of Hertfordshire,Q14,3%,8%,21%,41%,27%,60,66%,68%,70%,3117,4316
10007147,University of Hertfordshire,Scale04,3%,7%,16%,42%,32%,64,72%,74%,76%,3177,4316
10007147,University of Hertfordshire,Q15,7%,11%,19%,41%,22%,1,61%,63%,65%,3176,4316
10007147,University of Hertfordshire,Q16,3%,9%,15%,42%,31%,8,71%,73%,74%,3169,4316
10007147,University of Hertfordshire,Q17,4%,9%,15%,41%,31%,13,70%,72%,73%,3164,4316
10007147,University of Hertfordshire,Scale05,5%,9%,17%,41%,28%,22,67%,69%,71%,3177,4316
10007147,University of Hertfordshire,Q18,4%,7%,18%,40%,31%,40,70%,72%,73%,3137,4316
10007147,University of Hertfordshire,Q19,3%,6%,14%,40%,38%,39,76%,77%,79%,3138,4316
10007147,University of Hertfordshire,Q20,4%,7%,15%,41%,34%,61,73%,75%,76%,3116,4316
10007147,University of Hertfordshire,Scale06,4%,7%,15%,40%,34%,140,73%,74%,76%,3174,4316
10007147,University of Hertfordshire,Q21,7%,12%,21%,35%,24%,14,58%,59%,61%,3163,4316
10007147,University of Hertfordshire,Q22,3%,6%,13%,41%,36%,16,76%,78%,79%,3161,4316
10007147,University of Hertfordshire,Scale07,5%,9%,17%,38%,30%,30,67%,68%,70%,3171,4316
10007147,University of Hertfordshire,Q23,2%,5%,12%,42%,39%,19,80%,81%,83%,3158,4316
10007147,University of Hertfordshire,Q24,5%,7%,17%,39%,33%,26,69%,71%,73%,3151,4316
10007147,University of Hertfordshire,Q25,6%,12%,27%,33%,22%,41,53%,55%,57%,3136,4316
10007147,University of Hertfordshire,Scale08,4%,8%,19%,38%,31%,86,67%,69%,71%,3166,4316
10007147,University of Hertfordshire,Q26,5%,8%,35%,33%,19%,142,50%,52%,54%,3035,4316
10007147,University of Hertfordshire,Q27,4%,9%,13%,44%,30%,26,72%,74%,76%,3151,4316
10007114,University of the Highlands and Islands,Q01,1%,4%,8%,55%,32%,0,84%,87%,90%,794,1041
10007114,University of the Highlands and Islands,Q02,1%,5%,10%,52%,32%,0,81%,84%,86%,794,1041
10007114,University of the Highlands and Islands,Q03,2%,5%,11%,44%,38%,0,79%,82%,85%,794,1041
10007114,University of the Highlands and Islands,Q04,2%,5%,13%,40%,39%,1,76%,79%,82%,793,1041
10007114,University of the Highlands and Islands,Scale01,2%,5%,11%,48%,35%,1,80%,83%,86%,794,1041
10007114,University of the Highlands and Islands,Q05,2%,5%,13%,41%,41%,0,78%,81%,84%,794,1041
10007114,University of the Highlands and Islands,Q06,1%,4%,9%,42%,44%,1,83%,86%,88%,793,1041
10007114,University of the Highlands and Islands,Q07,2%,7%,13%,39%,39%,2,75%,78%,81%,792,1041
10007114,University of the Highlands and Islands,Scale02,2%,5%,12%,41%,41%,3,79%,82%,84%,794,1041
10007114,University of the Highlands and Islands,Q08,3%,7%,14%,38%,38%,2,72%,76%,79%,792,1041
10007114,University of the Highlands and Islands,Q09,3%,6%,13%,41%,38%,2,75%,78%,81%,792,1041
10007114,University of the Highlands and Islands,Q10,4%,9%,12%,45%,31%,1,72%,76%,79%,793,1041
10007114,University of the Highlands and Islands,Q11,2%,7%,13%,41%,37%,2,74%,78%,81%,792,1041
10007114,University of the Highlands and Islands,Scale03,3%,7%,13%,41%,36%,7,73%,77%,80%,793,1041
10007114,University of the Highlands and Islands,Q12,2%,5%,9%,34%,51%,1,82%,84%,87%,793,1041
10007114,University of the Highlands and Islands,Q13,2%,7%,11%,42%,37%,1,76%,79%,82%,793,1041
10007114,University of the Highlands and Islands,Q14,3%,7%,19%,38%,33%,19,67%,71%,74%,775,1041
10007114,University of the Highlands and Islands,Scale04,2%,7%,13%,38%,40%,21,75%,78%,81%,794,1041
10007114,University of the Highlands and Islands,Q15,6%,11%,18%,42%,23%,0,61%,65%,68%,794,1041
10007114,University of the Highlands and Islands,Q16,1%,6%,11%,40%,41%,2,78%,81%,84%,792,1041
10007114,University of the Highlands and Islands,Q17,5%,6%,13%,40%,36%,6,72%,76%,79%,788,1041
10007114,University of the Highlands and Islands,Scale05,4%,8%,14%,41%,33%,8,70%,74%,77%,794,1041
10007114,University of the Highlands and Islands,Q18,4%,6%,16%,40%,33%,26,70%,73%,77%,768,1041
10007114,University of the Highlands and Islands,Q19,3%,7%,17%,39%,33%,28,69%,72%,76%,766,1041
10007114,University of the Highlands and Islands,Q20,4%,8%,16%,42%,31%,32,69%,72%,76%,762,1041
10007114,University of the Highlands and Islands,Scale06,4%,7%,16%,41%,32%,86,69%,72%,76%,793,1041
10007114,University of the Highlands and Islands,Q21,6%,11%,21%,32%,29%,9,57%,61%,65%,785,1041
10007114,University of the Highlands and Islands,Q22,4%,11%,16%,36%,32%,24,65%,69%,72%,770,1041
10007114,University of the Highlands and Islands,Scale07,5%,11%,19%,34%,31%,33,61%,64%,68%,788,1041
10007114,University of the Highlands and Islands,Q23,2%,3%,9%,45%,40%,6,82%,85%,88%,788,1041
10007114,University of the Highlands and Islands,Q24,4%,8%,15%,33%,40%,8,70%,73%,76%,786,1041
10007114,University of the Highlands and Islands,Q25,7%,11%,29%,28%,24%,14,49%,53%,57%,780,1041
10007114,University of the Highlands and Islands,Scale08,4%,7%,18%,36%,35%,28,67%,70%,74%,790,1041
10007114,University of the Highlands and Islands,Q26,4%,6%,41%,32%,17%,55,45%,49%,53%,739,1041
10007114,University of the Highlands and Islands,Q27,3%,10%,10%,41%,37%,7,74%,78%,81%,787,1041
10003146,Hopwood Hall College,Q01,0%,0%,0%,80%,20%,0,81%,100%,100%,20,31
10003146,Hopwood Hall College,Q02,0%,0%,5%,75%,20%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Q03,0%,0%,10%,65%,25%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q04,0%,0%,5%,60%,35%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Scale01,0%,0%,5%,70%,25%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Q05,0%,0%,5%,55%,40%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Q06,0%,0%,0%,55%,45%,0,81%,100%,100%,20,31
10003146,Hopwood Hall College,Q07,0%,0%,0%,40%,60%,0,81%,100%,100%,20,31
10003146,Hopwood Hall College,Scale02,0%,0%,2%,50%,48%,0,78%,98%,100%,20,31
10003146,Hopwood Hall College,Q08,0%,15%,10%,45%,30%,0,51%,75%,90%,20,31
10003146,Hopwood Hall College,Q09,0%,10%,25%,30%,35%,0,41%,65%,83%,20,31
10003146,Hopwood Hall College,Q10,5%,0%,20%,50%,25%,0,51%,75%,90%,20,31
10003146,Hopwood Hall College,Q11,0%,5%,10%,50%,35%,0,61%,85%,95%,20,31
10003146,Hopwood Hall College,Scale03,1%,8%,16%,44%,31%,0,51%,75%,90%,20,31
10003146,Hopwood Hall College,Q12,0%,5%,5%,35%,55%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q13,0%,0%,10%,55%,35%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q14,0%,0%,15%,35%,50%,0,61%,85%,95%,20,31
10003146,Hopwood Hall College,Scale04,0%,2%,10%,42%,47%,0,65%,88%,97%,20,31
10003146,Hopwood Hall College,Q15,0%,0%,10%,55%,35%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q16,0%,5%,5%,35%,55%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q17,0%,5%,15%,35%,45%,0,56%,80%,93%,20,31
10003146,Hopwood Hall College,Scale05,0%,3%,10%,42%,45%,0,63%,87%,96%,20,31
10003146,Hopwood Hall College,Q18,0%,5%,30%,50%,15%,0,41%,65%,83%,20,31
10003146,Hopwood Hall College,Q19,5%,5%,25%,45%,20%,0,41%,65%,83%,20,31
10003146,Hopwood Hall College,Q20,0%,20%,15%,20%,45%,0,41%,65%,83%,20,31
10003146,Hopwood Hall College,Scale06,2%,10%,23%,38%,27%,0,41%,65%,83%,20,31
10003146,Hopwood Hall College,Q21,0%,0%,10%,45%,45%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q22,0%,0%,5%,40%,55%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Scale07,0%,0%,8%,43%,50%,0,70%,93%,98%,20,31
10003146,Hopwood Hall College,Q23,0%,0%,5%,45%,50%,0,74%,95%,99%,20,31
10003146,Hopwood Hall College,Q24,0%,0%,0%,50%,50%,0,81%,100%,100%,20,31
10003146,Hopwood Hall College,Q25,0%,0%,25%,45%,30%,0,51%,75%,90%,20,31
10003146,Hopwood Hall College,Scale08,0%,0%,10%,47%,43%,0,67%,90%,98%,20,31
10003146,Hopwood Hall College,Q26,0%,0%,20%,55%,25%,0,56%,80%,93%,20,31
10003146,Hopwood Hall College,Q27,0%,0%,0%,60%,40%,0,81%,100%,100%,20,31
10007148,The University of Huddersfield,Q01,3%,7%,12%,56%,21%,1,76%,78%,79%,2366,3438
10007148,The University of Huddersfield,Q02,3%,9%,17%,50%,21%,2,69%,71%,73%,2365,3438
10007148,The University of Huddersfield,Q03,3%,7%,16%,44%,30%,2,72%,74%,76%,2365,3438
10007148,The University of Huddersfield,Q04,4%,8%,15%,38%,35%,4,72%,74%,75%,2363,3438
10007148,The University of Huddersfield,Scale01,3%,8%,15%,47%,27%,9,72%,74%,76%,2367,3438
10007148,The University of Huddersfield,Q05,3%,7%,15%,43%,32%,1,73%,75%,77%,2366,3438
10007148,The University of Huddersfield,Q06,2%,6%,14%,45%,33%,2,76%,78%,80%,2365,3438
10007148,The University of Huddersfield,Q07,4%,7%,12%,41%,35%,7,75%,77%,78%,2360,3438
10007148,The University of Huddersfield,Scale02,3%,7%,14%,43%,33%,10,74%,76%,78%,2367,3438
10007148,The University of Huddersfield,Q08,5%,10%,16%,38%,30%,6,66%,68%,70%,2361,3438
10007148,The University of Huddersfield,Q09,6%,10%,19%,40%,26%,11,64%,66%,68%,2356,3438
10007148,The University of Huddersfield,Q10,5%,11%,13%,42%,29%,7,69%,71%,73%,2360,3438
10007148,The University of Huddersfield,Q11,4%,10%,14%,43%,28%,7,70%,72%,74%,2360,3438
10007148,The University of Huddersfield,Scale03,5%,10%,16%,41%,28%,31,67%,69%,71%,2366,3438
10007148,The University of Huddersfield,Q12,6%,8%,12%,39%,35%,4,72%,74%,76%,2363,3438
10007148,The University of Huddersfield,Q13,7%,11%,16%,42%,24%,3,64%,66%,68%,2364,3438
10007148,The University of Huddersfield,Q14,5%,10%,20%,40%,25%,37,63%,65%,67%,2330,3438
10007148,The University of Huddersfield,Scale04,6%,10%,16%,40%,28%,44,66%,68%,70%,2367,3438
10007148,The University of Huddersfield,Q15,11%,16%,19%,37%,17%,1,51%,54%,56%,2366,3438
10007148,The University of Huddersfield,Q16,7%,11%,16%,40%,26%,5,64%,66%,68%,2362,3438
10007148,The University of Huddersfield,Q17,9%,14%,16%,39%,23%,11,59%,62%,64%,2356,3438
10007148,The University of Huddersfield,Scale05,9%,14%,17%,39%,22%,17,58%,61%,63%,2367,3438
10007148,The University of Huddersfield,Q18,6%,8%,18%,40%,28%,42,66%,68%,70%,2325,3438
10007148,The University of Huddersfield,Q19,4%,6%,15%,40%,36%,19,73%,75%,77%,2348,3438
10007148,The University of Huddersfield,Q20,7%,9%,16%,40%,28%,48,66%,68%,70%,2319,3438
10007148,The University of Huddersfield,Scale06,5%,8%,16%,40%,31%,109,68%,71%,73%,2366,3438
10007148,The University of Huddersfield,Q21,10%,13%,21%,34%,21%,16,53%,55%,58%,2351,3438
10007148,The University of Huddersfield,Q22,6%,8%,14%,42%,30%,27,69%,72%,73%,2340,3438
10007148,The University of Huddersfield,Scale07,8%,11%,18%,38%,25%,43,61%,63%,65%,2362,3438
10007148,The University of Huddersfield,Q23,4%,8%,15%,43%,30%,11,71%,73%,75%,2356,3438
10007148,The University of Huddersfield,Q24,8%,10%,19%,36%,27%,16,62%,64%,66%,2351,3438
10007148,The University of Huddersfield,Q25,10%,15%,25%,31%,18%,29,47%,49%,52%,2338,3438
10007148,The University of Huddersfield,Scale08,7%,11%,20%,37%,25%,56,60%,62%,64%,2360,3438
10007148,The University of Huddersfield,Q26,5%,8%,30%,35%,21%,96,54%,56%,59%,2271,3438
10007148,The University of Huddersfield,Q27,7%,10%,14%,43%,26%,22,66%,68%,70%,2345,3438
10003188,Huddersfield New College,Q01,0%,0%,0%,45%,55%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Q02,0%,0%,9%,64%,27%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q03,0%,0%,18%,27%,55%,0,49%,82%,95%,11,14
10003188,Huddersfield New College,Q04,0%,0%,9%,18%,73%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Scale01,0%,0%,9%,39%,52%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q05,0%,0%,9%,36%,55%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q06,0%,0%,9%,36%,55%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q07,0%,9%,9%,36%,45%,0,49%,82%,95%,11,14
10003188,Huddersfield New College,Scale02,0%,3%,9%,36%,52%,0,55%,88%,98%,11,14
10003188,Huddersfield New College,Q08,0%,0%,0%,73%,27%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Q09,0%,0%,0%,55%,45%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Q10,0%,0%,9%,55%,36%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q11,0%,0%,0%,45%,55%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Scale03,0%,0%,2%,57%,41%,0,67%,98%,100%,11,14
10003188,Huddersfield New College,Q12,0%,0%,0%,27%,73%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Q13,0%,0%,9%,36%,55%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q14,0%,0%,0%,64%,36%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Scale04,0%,0%,3%,42%,55%,0,66%,97%,100%,11,14
10003188,Huddersfield New College,Q15,0%,0%,0%,64%,36%,0,70%,100%,100%,11,14
10003188,Huddersfield New College,Q16,0%,0%,9%,27%,64%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Q17,0%,0%,9%,36%,55%,0,59%,91%,99%,11,14
10003188,Huddersfield New College,Scale05,0%,0%,6%,42%,52%,0,62%,94%,99%,11,14
10003188,Huddersfield New College,Q18,0%,9%,27%,45%,18%,0,33%,64%,86%,11,14
10003188,Huddersfield New College,Q19,9%,9%,27%,36%,18%,0,26%,55%,80%,11,14
10003188,Huddersfield New College,Q20,0%,0%,27%,36%,36%,0,41%,73%,91%,11,14
10003188,Huddersfield New College,Scale06,3%,6%,27%,39%,24%,0,33%,64%,86%,11,14
10003188,Huddersfield New College,Q21,0%,9%,18%,9%,64%,0,41%,73%,91%,11,14
10003188,Huddersfield New College,Q22,0%,0%,27%,27%,45%,0,41%,73%,91%,11,14
10003188,Huddersfield New College,Scale07,0%,5%,23%,18%,55%,0,41%,73%,91%,11,14
10003188,Huddersfield New College,Q23,0%,0%,36%,27%,36%,0,33%,64%,86%,11,14
10003188,Huddersfield New College,Q24,9%,0%,9%,9%,73%,0,49%,82%,95%,11,14
10003188,Huddersfield New College,Q25,0%,0%,36%,27%,36%,0,33%,64%,86%,11,14
10003188,Huddersfield New College,Scale08,3%,0%,27%,21%,48%,0,38%,70%,90%,11,14
10003188,Huddersfield New College,Q26,0%,11%,22%,44%,22%,2,33%,67%,89%,9,14
10003188,Huddersfield New College,Q27,0%,0%,9%,27%,64%,0,59%,91%,99%,11,14
10003193,Hugh Baird College,Q01,1%,4%,7%,59%,28%,0,76%,87%,94%,71,122
10003193,Hugh Baird College,Q02,0%,7%,10%,48%,35%,0,71%,83%,91%,71,122
10003193,Hugh Baird College,Q03,4%,6%,14%,37%,39%,0,64%,76%,85%,71,122
10003193,Hugh Baird College,Q04,4%,3%,17%,41%,35%,0,64%,76%,85%,71,122
10003193,Hugh Baird College,Scale01,2%,5%,12%,46%,35%,0,69%,81%,89%,71,122
10003193,Hugh Baird College,Q05,3%,8%,15%,38%,35%,0,61%,73%,83%,71,122
10003193,Hugh Baird College,Q06,1%,4%,8%,46%,39%,0,75%,86%,93%,71,122
10003193,Hugh Baird College,Q07,1%,4%,15%,39%,39%,0,67%,79%,87%,71,122
10003193,Hugh Baird College,Scale02,2%,6%,13%,41%,38%,0,67%,79%,88%,71,122
10003193,Hugh Baird College,Q08,3%,10%,14%,37%,36%,1,60%,73%,83%,70,122
10003193,Hugh Baird College,Q09,1%,6%,11%,48%,34%,0,70%,82%,90%,71,122
