2019 NSS results split by teaching provider,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,%Agree,,,,,
UKPRN,Provider,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval - min,Actual value,Confidence interval - max,Response,Sample Size,Two years aggregate data?
10004180,Manchester Metropolitan University,Scale04,2%,5%,11%,43%,39%,70,80%,82%,83%,5220,6931,
10004180,Manchester Metropolitan University,Q15,4%,9%,15%,45%,26%,1,70%,71%,73%,5219,6931,
10004180,Manchester Metropolitan University,Q16,4%,8%,10%,38%,40%,9,77%,78%,79%,5211,6931,
10004180,Manchester Metropolitan University,Q17,3%,7%,12%,43%,35%,55,76%,78%,79%,5165,6931,
10004180,Manchester Metropolitan University,Scale05,4%,8%,13%,42%,34%,65,74%,76%,77%,5220,6931,
10004180,Manchester Metropolitan University,Q18,2%,4%,11%,40%,43%,45,82%,83%,84%,5175,6931,
10004180,Manchester Metropolitan University,Q19,1%,3%,7%,34%,55%,32,88%,89%,90%,5188,6931,
10004180,Manchester Metropolitan University,Q20,1%,3%,8%,39%,49%,73,87%,88%,89%,5147,6931,
10004180,Manchester Metropolitan University,Scale06,2%,3%,8%,38%,49%,150,86%,87%,88%,5217,6931,
10004180,Manchester Metropolitan University,Q21,4%,10%,19%,37%,30%,25,66%,67%,69%,5195,6931,
10004180,Manchester Metropolitan University,Q22,2%,4%,11%,43%,40%,44,82%,83%,84%,5176,6931,
10004180,Manchester Metropolitan University,Scale07,3%,7%,15%,40%,35%,69,74%,75%,76%,5213,6931,
10004180,Manchester Metropolitan University,Q23,1%,4%,10%,43%,42%,17,84%,85%,86%,5203,6931,
10004180,Manchester Metropolitan University,Q24,2%,5%,13%,39%,40%,20,78%,79%,80%,5200,6931,
10004180,Manchester Metropolitan University,Q25,4%,9%,21%,37%,29%,43,65%,66%,67%,5177,6931,
10004180,Manchester Metropolitan University,Scale08,2%,6%,15%,40%,37%,80,75%,77%,78%,5211,6931,
10004180,Manchester Metropolitan University,Q26,3%,6%,32%,35%,24%,268,58%,59%,61%,4952,6931,
10004180,Manchester Metropolitan University,Q27,2%,5%,9%,45%,39%,22,83%,84%,85%,5198,6931,
10004180,Manchester Metropolitan University,NHS1,4%,9%,10%,33%,45%,4,72%,78%,84%,221,335,
10004180,Manchester Metropolitan University,NHS2,2%,3%,7%,28%,60%,2,82%,88%,92%,223,335,
10004180,Manchester Metropolitan University,NHS3,2%,4%,8%,43%,44%,0,80%,86%,90%,225,335,
10004180,Manchester Metropolitan University,NHS4,1%,2%,4%,37%,55%,0,87%,92%,95%,225,335,
10004180,Manchester Metropolitan University,NHS5,0%,2%,7%,30%,60%,0,85%,90%,94%,225,335,
10004180,Manchester Metropolitan University,NHS6,1%,7%,11%,35%,47%,0,76%,82%,87%,225,335,
10004180,Manchester Metropolitan University,ScaleNHS,2%,4%,8%,34%,52%,6,80%,86%,90%,225,335,
10023452,The Markfield Institute of Higher Education,Q01,0%,0%,0%,25%,75%,0,77%,100%,100%,16,17,
10023452,The Markfield Institute of Higher Education,Q02,0%,0%,7%,13%,80%,1,67%,93%,99%,15,17,
10023452,The Markfield Institute of Higher Education,Q03,0%,0%,0%,25%,75%,0,77%,100%,100%,16,17,
10023452,The Markfield Institute of Higher Education,Q04,0%,0%,13%,19%,69%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Scale01,0%,0%,5%,22%,73%,1,71%,95%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q05,0%,0%,13%,25%,63%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Q06,0%,0%,0%,6%,94%,0,77%,100%,100%,16,17,
10023452,The Markfield Institute of Higher Education,Q07,0%,6%,0%,31%,63%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Scale02,0%,2%,4%,21%,73%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q08,0%,0%,13%,25%,63%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Q09,0%,0%,19%,19%,63%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Q10,0%,13%,6%,38%,44%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Q11,0%,0%,13%,13%,75%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Scale03,0%,3%,13%,23%,61%,0,58%,84%,96%,16,17,
10023452,The Markfield Institute of Higher Education,Q12,0%,6%,0%,13%,81%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q13,0%,0%,6%,25%,69%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q14,0%,0%,6%,25%,69%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Scale04,0%,2%,4%,21%,73%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q15,0%,0%,13%,31%,56%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Q16,0%,0%,0%,13%,88%,0,77%,100%,100%,16,17,
10023452,The Markfield Institute of Higher Education,Q17,0%,6%,0%,25%,69%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Scale05,0%,2%,4%,23%,71%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q18,0%,0%,19%,25%,56%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Q19,0%,0%,19%,19%,63%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Q20,0%,6%,13%,25%,56%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Scale06,0%,2%,17%,23%,58%,0,54%,81%,94%,16,17,
10023452,The Markfield Institute of Higher Education,Q21,0%,6%,6%,25%,63%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Q22,0%,0%,6%,19%,75%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Scale07,0%,3%,6%,22%,69%,0,65%,91%,98%,16,17,
10023452,The Markfield Institute of Higher Education,Q23,0%,0%,6%,19%,75%,0,69%,94%,99%,16,17,
10023452,The Markfield Institute of Higher Education,Q24,0%,6%,6%,0%,88%,0,61%,88%,97%,16,17,
10023452,The Markfield Institute of Higher Education,Q25,0%,0%,7%,20%,73%,1,67%,93%,99%,15,17,
10023452,The Markfield Institute of Higher Education,Scale08,0%,2%,7%,14%,77%,1,65%,91%,98%,16,17,
10023452,The Markfield Institute of Higher Education,Q26,0%,7%,21%,7%,64%,2,43%,71%,89%,14,17,
10023452,The Markfield Institute of Higher Education,Q27,0%,0%,0%,19%,81%,0,77%,100%,100%,16,17,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q01,0%,0%,0%,13%,87%,0,76%,100%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q02,0%,0%,0%,20%,80%,0,76%,100%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q03,0%,0%,0%,13%,87%,0,76%,100%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q04,0%,0%,7%,27%,67%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale01,0%,0%,2%,18%,80%,0,74%,98%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q05,0%,7%,0%,13%,80%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q06,0%,7%,7%,7%,79%,1,57%,86%,96%,14,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q07,0%,0%,7%,7%,87%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale02,0%,4%,4%,9%,82%,1,64%,91%,98%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q08,0%,0%,13%,20%,67%,0,59%,87%,97%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q09,0%,0%,7%,33%,60%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q10,0%,0%,7%,27%,67%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q11,0%,7%,0%,27%,67%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale03,0%,2%,7%,27%,65%,0,65%,92%,98%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q12,0%,0%,7%,20%,73%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q13,0%,0%,7%,27%,67%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q14,0%,0%,7%,7%,86%,1,65%,93%,99%,14,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale04,0%,0%,7%,20%,73%,1,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q15,0%,0%,7%,20%,73%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q16,0%,0%,0%,13%,87%,0,76%,100%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q17,0%,7%,7%,20%,67%,0,59%,87%,97%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale05,0%,2%,4%,18%,76%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q18,0%,0%,8%,33%,58%,3,61%,92%,99%,12,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q19,0%,7%,0%,27%,67%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q20,0%,0%,0%,29%,71%,1,75%,100%,100%,14,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale06,0%,7%,2%,28%,63%,4,64%,91%,98%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q21,0%,0%,20%,13%,67%,0,52%,80%,94%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q22,0%,7%,0%,13%,80%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale07,0%,3%,10%,13%,73%,0,59%,87%,97%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q23,0%,0%,0%,20%,80%,0,76%,100%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q24,0%,0%,7%,20%,73%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q25,0%,0%,7%,33%,60%,0,67%,93%,99%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Scale08,0%,0%,4%,24%,71%,0,70%,96%,100%,15,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q26,0%,0%,25%,8%,67%,3,44%,75%,92%,12,18,
10023453,Matrix College of Counselling and Psychotherapy Ltd,Q27,0%,0%,0%,13%,87%,0,76%,100%,100%,15,18,
10042093,Matrix Training Consultancy Limited,Q01,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q02,0%,0%,0%,5%,95%,1,82%,100%,100%,21,31,Y
10042093,Matrix Training Consultancy Limited,Q03,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q04,0%,0%,0%,10%,90%,1,82%,100%,100%,21,31,Y
10042093,Matrix Training Consultancy Limited,Scale01,0%,0%,0%,8%,92%,2,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q05,0%,0%,0%,14%,86%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q06,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q07,0%,0%,0%,0%,100%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Scale02,0%,0%,0%,8%,92%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q08,0%,0%,0%,27%,73%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q09,0%,0%,0%,18%,82%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q10,0%,0%,0%,5%,95%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q11,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Scale03,0%,0%,0%,15%,85%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q12,0%,0%,0%,23%,77%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q13,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q14,0%,0%,0%,5%,95%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Scale04,0%,0%,0%,12%,88%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q15,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q16,0%,0%,0%,5%,95%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q17,0%,0%,0%,0%,100%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Scale05,0%,0%,0%,5%,95%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q18,0%,0%,5%,38%,57%,1,75%,95%,99%,21,31,Y
10042093,Matrix Training Consultancy Limited,Q19,0%,10%,19%,38%,33%,1,48%,71%,87%,21,31,Y
10042093,Matrix Training Consultancy Limited,Q20,0%,5%,15%,35%,45%,2,56%,80%,93%,20,31,Y
10042093,Matrix Training Consultancy Limited,Scale06,0%,5%,13%,38%,44%,4,59%,83%,94%,21,31,Y
10042093,Matrix Training Consultancy Limited,Q21,0%,0%,0%,18%,82%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q22,0%,0%,0%,5%,95%,1,82%,100%,100%,21,31,Y
10042093,Matrix Training Consultancy Limited,Scale07,0%,0%,0%,14%,86%,1,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q23,0%,0%,0%,5%,95%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q24,0%,0%,0%,9%,91%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q25,0%,0%,0%,23%,77%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Scale08,0%,0%,0%,12%,88%,0,82%,100%,100%,22,31,Y
10042093,Matrix Training Consultancy Limited,Q26,0%,7%,33%,7%,53%,7,34%,60%,82%,15,31,Y
10042093,Matrix Training Consultancy Limited,Q27,0%,0%,0%,0%,100%,0,82%,100%,100%,22,31,Y
10045476,Met Film School Limited,Q01,0%,2%,14%,57%,27%,0,69%,84%,92%,49,75,
10045476,Met Film School Limited,Q02,0%,0%,8%,57%,35%,0,79%,92%,97%,49,75,
10045476,Met Film School Limited,Q03,2%,8%,22%,43%,24%,0,52%,67%,80%,49,75,
10045476,Met Film School Limited,Q04,2%,14%,14%,37%,33%,0,54%,69%,81%,49,75,
10045476,Met Film School Limited,Scale01,1%,6%,15%,48%,30%,0,63%,78%,88%,49,75,
10045476,Met Film School Limited,Q05,0%,8%,20%,35%,37%,0,56%,71%,83%,49,75,
10045476,Met Film School Limited,Q06,0%,6%,18%,43%,33%,0,60%,76%,86%,49,75,
10045476,Met Film School Limited,Q07,0%,8%,18%,29%,45%,0,58%,73%,85%,49,75,
10045476,Met Film School Limited,Scale02,0%,7%,19%,35%,38%,0,58%,73%,85%,49,75,
10045476,Met Film School Limited,Q08,6%,18%,24%,35%,16%,0,36%,51%,66%,49,75,
10045476,Met Film School Limited,Q09,4%,10%,33%,48%,4%,1,37%,52%,67%,48,75,
10045476,Met Film School Limited,Q10,8%,21%,27%,29%,15%,1,29%,44%,59%,48,75,
10045476,Met Film School Limited,Q11,2%,8%,16%,59%,14%,0,58%,73%,85%,49,75,
10045476,Met Film School Limited,Scale03,5%,15%,25%,43%,12%,2,40%,55%,69%,49,75,
10045476,Met Film School Limited,Q12,0%,4%,6%,47%,43%,0,77%,90%,96%,49,75,
10045476,Met Film School Limited,Q13,0%,6%,18%,47%,29%,0,60%,76%,86%,49,75,
10045476,Met Film School Limited,Q14,0%,4%,25%,42%,29%,1,55%,71%,83%,48,75,
10045476,Met Film School Limited,Scale04,0%,5%,16%,45%,34%,1,64%,79%,89%,49,75,
10045476,Met Film School Limited,Q15,8%,16%,31%,35%,10%,0,31%,45%,60%,49,75,
10045476,Met Film School Limited,Q16,4%,22%,12%,35%,27%,0,46%,61%,75%,49,75,
10045476,Met Film School Limited,Q17,4%,8%,16%,45%,27%,0,56%,71%,83%,49,75,
10045476,Met Film School Limited,Scale05,5%,16%,20%,38%,21%,0,44%,59%,73%,49,75,
10045476,Met Film School Limited,Q18,0%,15%,28%,36%,21%,2,42%,57%,72%,47,75,
10045476,Met Film School Limited,Q19,4%,17%,36%,30%,13%,2,28%,43%,58%,47,75,
10045476,Met Film School Limited,Q20,2%,6%,35%,39%,18%,0,42%,57%,71%,49,75,
10045476,Met Film School Limited,Scale06,2%,13%,33%,36%,17%,4,38%,53%,67%,49,75,
10045476,Met Film School Limited,Q21,6%,10%,4%,40%,40%,1,64%,79%,89%,48,75,
10045476,Met Film School Limited,Q22,0%,2%,12%,35%,51%,0,72%,86%,93%,49,75,
10045476,Met Film School Limited,Scale07,3%,6%,9%,37%,45%,1,67%,82%,91%,49,75,
10045476,Met Film School Limited,Q23,0%,2%,2%,46%,50%,1,85%,96%,99%,48,75,
10045476,Met Film School Limited,Q24,4%,2%,27%,24%,43%,0,52%,67%,80%,49,75,
10045476,Met Film School Limited,Q25,2%,6%,12%,43%,37%,0,65%,80%,89%,49,75,
10045476,Met Film School Limited,Scale08,2%,4%,14%,37%,43%,1,66%,81%,90%,49,75,
10045476,Met Film School Limited,Q26,7%,15%,26%,24%,28%,3,37%,52%,67%,46,75,
10045476,Met Film School Limited,Q27,0%,14%,20%,41%,24%,0,50%,65%,78%,49,75,
10004320,The Metanoia Institute,Q01,0%,0%,0%,68%,32%,0,80%,100%,100%,19,22,
10004320,The Metanoia Institute,Q02,0%,0%,0%,28%,72%,1,79%,100%,100%,18,22,
10004320,The Metanoia Institute,Q03,0%,5%,0%,26%,68%,0,73%,95%,99%,19,22,
10004320,The Metanoia Institute,Q04,0%,5%,5%,32%,58%,0,66%,89%,97%,19,22,
10004320,The Metanoia Institute,Scale01,0%,4%,1%,39%,57%,1,73%,95%,99%,19,22,
10004320,The Metanoia Institute,Q05,0%,5%,11%,21%,63%,0,60%,84%,95%,19,22,
10004320,The Metanoia Institute,Q06,0%,5%,5%,32%,58%,0,66%,89%,97%,19,22,
10004320,The Metanoia Institute,Q07,0%,0%,5%,32%,63%,0,73%,95%,99%,19,22,
10004320,The Metanoia Institute,Scale02,0%,4%,7%,28%,61%,0,66%,89%,97%,19,22,
10004320,The Metanoia Institute,Q08,0%,6%,11%,39%,44%,1,58%,83%,95%,18,22,
10004320,The Metanoia Institute,Q09,0%,11%,6%,28%,56%,1,58%,83%,95%,18,22,
10004320,The Metanoia Institute,Q10,16%,16%,5%,47%,16%,0,39%,63%,82%,19,22,
10004320,The Metanoia Institute,Q11,5%,11%,16%,26%,42%,0,44%,68%,86%,19,22,
10004320,The Metanoia Institute,Scale03,8%,11%,9%,34%,38%,2,48%,72%,88%,19,22,
10004320,The Metanoia Institute,Q12,5%,26%,16%,21%,32%,0,30%,53%,74%,19,22,
10004320,The Metanoia Institute,Q13,5%,11%,26%,21%,37%,0,34%,58%,78%,19,22,
10004320,The Metanoia Institute,Q14,0%,11%,22%,22%,44%,1,41%,67%,85%,18,22,
10004320,The Metanoia Institute,Scale04,4%,16%,22%,22%,37%,1,35%,59%,79%,19,22,
10004320,The Metanoia Institute,Q15,5%,11%,32%,32%,21%,0,30%,53%,74%,19,22,
10004320,The Metanoia Institute,Q16,0%,0%,0%,42%,58%,0,80%,100%,100%,19,22,
10004320,The Metanoia Institute,Q17,5%,21%,21%,32%,21%,0,30%,53%,74%,19,22,
10004320,The Metanoia Institute,Scale05,4%,11%,18%,35%,33%,0,44%,68%,86%,19,22,
10004320,The Metanoia Institute,Q18,11%,16%,32%,26%,16%,0,22%,42%,66%,19,22,
10004320,The Metanoia Institute,Q19,5%,16%,21%,26%,32%,0,34%,58%,78%,19,22,
10004320,The Metanoia Institute,Q20,0%,11%,39%,28%,22%,1,27%,50%,73%,18,22,
10004320,The Metanoia Institute,Scale06,5%,14%,31%,27%,23%,1,28%,50%,72%,19,22,
10004320,The Metanoia Institute,Q21,5%,11%,11%,32%,42%,0,49%,74%,89%,19,22,
10004320,The Metanoia Institute,Q22,0%,0%,5%,37%,58%,0,73%,95%,99%,19,22,
10004320,The Metanoia Institute,Scale07,3%,5%,8%,34%,50%,0,60%,84%,95%,19,22,
10004320,The Metanoia Institute,Q23,0%,0%,26%,37%,37%,0,49%,74%,89%,19,22,
10004320,The Metanoia Institute,Q24,0%,5%,16%,37%,42%,0,54%,79%,92%,19,22,
10004320,The Metanoia Institute,Q25,0%,21%,21%,42%,16%,0,34%,58%,78%,19,22,
10004320,The Metanoia Institute,Scale08,0%,9%,21%,39%,32%,0,45%,70%,87%,19,22,
10004320,The Metanoia Institute,Q26,0%,6%,44%,25%,25%,3,26%,50%,74%,16,22,
10004320,The Metanoia Institute,Q27,0%,5%,16%,32%,47%,0,54%,79%,92%,19,22,
10004344,Middlesbrough College,Q01,1%,0%,7%,32%,59%,0,81%,91%,96%,69,108,
10004344,Middlesbrough College,Q02,1%,3%,1%,42%,52%,0,85%,94%,98%,69,108,
10004344,Middlesbrough College,Q03,0%,3%,9%,33%,55%,0,78%,88%,94%,69,108,
10004344,Middlesbrough College,Q04,1%,6%,6%,29%,58%,0,76%,87%,93%,69,108,
10004344,Middlesbrough College,Scale01,1%,3%,6%,34%,56%,0,80%,90%,96%,69,108,
10004344,Middlesbrough College,Q05,0%,4%,10%,35%,51%,0,74%,86%,92%,69,108,
10004344,Middlesbrough College,Q06,0%,0%,6%,41%,54%,0,85%,94%,98%,69,108,
10004344,Middlesbrough College,Q07,1%,1%,6%,35%,57%,0,81%,91%,96%,69,108,
10004344,Middlesbrough College,Scale02,0%,2%,7%,37%,54%,0,80%,90%,96%,69,108,
10004344,Middlesbrough College,Q08,1%,1%,3%,35%,59%,0,85%,94%,98%,69,108,
10004344,Middlesbrough College,Q09,0%,4%,4%,39%,52%,0,81%,91%,96%,69,108,
10004344,Middlesbrough College,Q10,3%,7%,3%,42%,45%,0,76%,87%,93%,69,108,
10004344,Middlesbrough College,Q11,0%,7%,4%,39%,49%,0,78%,88%,94%,69,108,
10004344,Middlesbrough College,Scale03,1%,5%,4%,39%,51%,0,80%,90%,96%,69,108,
10004344,Middlesbrough College,Q12,3%,3%,6%,33%,55%,0,78%,88%,94%,69,108,
10004344,Middlesbrough College,Q13,6%,0%,4%,33%,57%,0,79%,90%,95%,69,108,
10004344,Middlesbrough College,Q14,3%,1%,9%,33%,54%,0,76%,87%,93%,69,108,
10004344,Middlesbrough College,Scale04,4%,1%,6%,33%,55%,0,78%,88%,94%,69,108,
10004344,Middlesbrough College,Q15,6%,7%,6%,42%,39%,0,69%,81%,89%,69,108,
10004344,Middlesbrough College,Q16,3%,3%,4%,38%,52%,0,79%,90%,95%,69,108,
10004344,Middlesbrough College,Q17,3%,4%,10%,38%,44%,1,70%,82%,90%,68,108,
10004344,Middlesbrough College,Scale05,4%,5%,7%,39%,45%,1,73%,85%,92%,69,108,
10004344,Middlesbrough College,Q18,1%,3%,14%,43%,38%,0,69%,81%,89%,69,108,
10004344,Middlesbrough College,Q19,4%,7%,13%,38%,38%,0,63%,75%,85%,69,108,
10004344,Middlesbrough College,Q20,3%,7%,17%,39%,33%,0,60%,72%,82%,69,108,
10004344,Middlesbrough College,Scale06,3%,6%,15%,40%,36%,0,64%,76%,86%,69,108,
10004344,Middlesbrough College,Q21,3%,7%,9%,31%,50%,1,69%,81%,89%,68,108,
10004344,Middlesbrough College,Q22,1%,3%,7%,32%,56%,1,77%,88%,94%,68,108,
10004344,Middlesbrough College,Scale07,2%,5%,8%,32%,53%,2,73%,85%,92%,68,108,
10004344,Middlesbrough College,Q23,1%,4%,9%,29%,56%,1,74%,85%,92%,68,108,
10004344,Middlesbrough College,Q24,0%,4%,9%,30%,57%,0,76%,87%,93%,69,108,
10004344,Middlesbrough College,Q25,3%,4%,13%,37%,42%,2,67%,79%,88%,67,108,
10004344,Middlesbrough College,Scale08,1%,5%,10%,33%,51%,3,72%,84%,91%,69,108,
10004344,Middlesbrough College,Q26,5%,2%,25%,51%,17%,6,55%,68%,79%,63,108,
10004344,Middlesbrough College,Q27,3%,9%,6%,28%,55%,0,71%,83%,90%,69,108,
10004351,Middlesex University,Q01,1%,5%,11%,56%,26%,6,81%,82%,84%,2747,3854,
10004351,Middlesex University,Q02,3%,7%,16%,49%,25%,9,72%,74%,76%,2744,3854,
10004351,Middlesex University,Q03,3%,5%,16%,46%,30%,9,75%,76%,78%,2744,3854,
10004351,Middlesex University,Q04,3%,6%,14%,42%,36%,2,75%,77%,79%,2751,3854,
10004351,Middlesex University,Scale01,2%,6%,14%,48%,29%,26,76%,77%,79%,2753,3854,
10004351,Middlesex University,Q05,2%,6%,14%,43%,34%,7,76%,78%,80%,2746,3854,
10004351,Middlesex University,Q06,2%,5%,13%,47%,34%,7,79%,81%,82%,2746,3854,
10004351,Middlesex University,Q07,3%,5%,13%,43%,36%,8,77%,79%,81%,2745,3854,
10004351,Middlesex University,Scale02,2%,5%,13%,44%,35%,22,77%,79%,81%,2753,3854,
10004351,Middlesex University,Q08,4%,9%,17%,41%,29%,4,68%,70%,72%,2749,3854,
10004351,Middlesex University,Q09,4%,8%,20%,44%,24%,9,66%,68%,70%,2744,3854,
10004351,Middlesex University,Q10,6%,10%,17%,42%,26%,9,66%,68%,70%,2744,3854,
10004351,Middlesex University,Q11,3%,8%,16%,46%,28%,5,72%,74%,75%,2748,3854,
10004351,Middlesex University,Scale03,4%,9%,17%,43%,27%,27,68%,70%,72%,2753,3854,
10004351,Middlesex University,Q12,3%,5%,10%,42%,40%,3,80%,82%,83%,2750,3854,
10004351,Middlesex University,Q13,3%,6%,16%,46%,28%,2,72%,74%,76%,2751,3854,
10004351,Middlesex University,Q14,3%,7%,19%,43%,27%,46,68%,70%,72%,2707,3854,
10004351,Middlesex University,Scale04,3%,6%,15%,44%,32%,51,73%,75%,77%,2753,3854,
10004351,Middlesex University,Q15,7%,10%,21%,41%,21%,7,60%,62%,64%,2746,3854,
